,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
69,$23.28 /hr (est.),48422.4,Senior Plans Examiner,-1,-1,-1,City of Pasadena, TX,3.4,0,137,1001 to 5000 Employees,1886,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,2.7,3.3,2.9,2.5,2.7,2023-05-25 09:40:20.038002,hr
71,"$57,500 /yr (est.)",57500.0,Commercial Lines Account Manager,-1,-1,-1,Heaton Bennett Insurance, TX,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-25 09:40:25.559259,yr
72,"$84,962 /yr (est.)",84962.0,2023 PhD Graduate – Intelligent Autonomous Systems and Artificial Intelligence Engineer - KVM,-1,-1,-1,Johns Hopkins Applied Physics Laboratory (APL), MD,4.3,0,81,5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),4.1,4.0,4.2,3.6,4.4,2023-05-25 09:40:30.710282,yr
73,"$66,792 /yr (est.)",66792.0,Assistant Project Manager,-1,-1,-1,Shangri-La Construction, CA,4.7,0,15,51 to 200 Employees,2008,Company - Private,Construction,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable,4.5,4.5,4.5,4.5,4.4,2023-05-25 09:40:33.193174,yr
74,"$77,500 /yr (est.)",77500.0,Assistant Director of F&B,-1,-1,-1,Graduate Palo Alto, CA,3.8,0,9,501 to 1000 Employees,2014,Company - Private,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,3.7,3.4,3.8,3.3,3.6,2023-05-25 09:40:36.150993,yr
75,"$47,797 /yr (est.)",47797.0,New Teacher Developer to Support CTE (Part-Time 0.5 FTE) [ESSER Funded Position](SY23-24),-1,-1,-1,Boston Public Schools, MA,3.4,0,-1,-1,-1,-1,-1,-1,-1,3.6,3.9,3.1,2.8,3.0,2023-05-25 09:40:38.484464,yr
77,"$15,500 /yr (est.)",15500.0,Philadelphia Part Time Web Dev Lead Instructor,-1,-1,-1,The LaunchCode Foundation, PA,4.2,0,10,51 to 200 Employees,2013,Nonprofit Organization,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.2,3.7,4.2,2023-05-25 09:40:45.875840,yr
78,"$95,573 /yr (est.)",95573.0,Construction Project Manager,-1,-1,-1,Shangri-La Construction, CA,4.7,0,15,51 to 200 Employees,2008,Company - Private,Construction,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable,4.5,4.5,4.5,4.5,4.4,2023-05-25 09:40:48.693237,yr
79,"$212,500 /yr (est.)",212500.0,SENIOR LAND USE ATTORNEY,-1,-1,-1,"Cairncross & Hempelmann, P.S.", WA,3.5,0,-1,-1,-1,-1,-1,-1,-1,3.6,3.8,3.4,3.9,4.1,2023-05-25 09:40:51.296407,yr
80,"$116,328 /yr (est.)",116328.0,Superintendent,-1,-1,-1,Shangri-La Construction, CA,4.7,0,15,51 to 200 Employees,2008,Company - Private,Construction,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable,4.5,4.5,4.5,4.5,4.4,2023-05-25 09:40:54.572872,yr
83,$15.00 /hr (est.),31200.0,Student Digital Assistant,-1,-1,-1,Florida International University, FL,4.2,0,58,1001 to 5000 Employees,1965,College / University,Colleges & Universities,Education,$100 to $500 million (USD),3.9,3.6,4.1,3.7,4.1,2023-05-25 09:41:12.408103,hr
84,"$243,000 /yr (est.)",243000.0,Head of AI,-1,-1,-1,Sourcegraph, CA,3.3,0,10,51 to 200 Employees,2013,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,4.5,3.4,3.1,3.8,2023-05-25 09:41:15.083780,yr
86,$62.50 /hr (est.),130000.0,"Course Developers (Part-Time), Professional and Continuing Education – Business & Leadership",-1,-1,-1,University of Washington, WA,4.2,0,162,10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),3.8,3.5,4.1,3.7,4.0,2023-05-25 09:41:21.091733,hr
87,"$235,875 /yr (est.)",235875.0,"Senior Staff Engineer, Java backend",-1,-1,-1,Samsung Research America, CA,4.1,0,35,1001 to 5000 Employees,1988,Subsidiary or Business Segment,Software Development,Information Technology,$25 to $100 million (USD),3.8,3.9,3.8,3.6,4.1,2023-05-25 09:41:23.590828,yr
88,"$89,264 /yr (est.)",89264.0,Software Engineers / Developers,-1,-1,-1,Visual Matrix, TX,3.9,0,23,51 to 200 Employees,2000,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),3.6,3.7,3.5,3.9,3.7,2023-05-25 09:41:26.198898,yr
90,$16.70 /hr (est.),34736.0,Assistant Property Manager,-1,-1,-1,THF Housing Management Corporation, TX,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,2023-05-25 09:41:32.387599,hr
91,$23.28 /hr (est.),48422.4,Senior Plans Examiner,-1,-1,-1,City of Pasadena, TX,3.4,0,137,1001 to 5000 Employees,1886,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,2.7,3.3,2.9,2.5,2.7,2023-05-25 09:41:36.004627,hr
